id,provider_id,measure_name,measure_id,compared_to_national,score,n_score
1650,341319,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,2.7,0.14553473
1651,341319,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT_30_AMI,No Different than the National Rate,13.8,0.103996367
1653,341319,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,No Different than the National Rate,8.3,0.056647876
1654,341319,Heart failure (HF) 30-Day Mortality Rate,MORT_30_HF,No Different than the National Rate,11.7,0.066480096
1655,341319,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,No Different than the National Rate,16.3,0.101064161
1656,341319,Death rate for stroke patients,MORT_30_STK,No Different than the National Rate,13.3,0.086632206
1670,341320,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,No Different than the National Rate,7.7,0.05252303
1672,341320,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,No Different than the National Rate,15.7,0.097330263
1684,341322,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,2.7,0.14553473
1687,341322,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,No Different than the National Rate,7.5,0.051148082
1688,341322,Heart failure (HF) 30-Day Mortality Rate,MORT_30_HF,No Different than the National Rate,12.3,0.069906905
1689,341322,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,No Different than the National Rate,16.3,0.101064161
1690,341322,Death rate for stroke patients,MORT_30_STK,No Different than the National Rate,16.6,0.108224825
1704,341323,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,No Different than the National Rate,6.6,0.044960814
1705,341323,Heart failure (HF) 30-Day Mortality Rate,MORT_30_HF,No Different than the National Rate,11.9,0.067622366
1706,341323,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,No Different than the National Rate,17.5,0.108531956
1718,341324,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,3.2,0.173098126
1721,341324,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,No Different than the National Rate,8.4,0.05733535
1722,341324,Heart failure (HF) 30-Day Mortality Rate,MORT_30_HF,No Different than the National Rate,14.2,0.080758467
1723,341324,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,No Different than the National Rate,17.4,0.10790964
1724,341324,Death rate for stroke patients,MORT_30_STK,No Different than the National Rate,15.5,0.101027285
1736,341325,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT_30_AMI,No Different than the National Rate,13.8,0.103996367
1738,341325,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,No Different than the National Rate,7.9,0.053897979
1739,341325,Heart failure (HF) 30-Day Mortality Rate,MORT_30_HF,No Different than the National Rate,13.2,0.075047119
1740,341325,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,No Different than the National Rate,14.1,0.087373203
1741,341325,Death rate for stroke patients,MORT_30_STK,No Different than the National Rate,14.1,0.09186678
1752,341326,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,2.5,0.134509372
1753,341326,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT_30_AMI,No Different than the National Rate,13.1,0.098698153
1755,341326,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,No Different than the National Rate,7.9,0.053897979
1756,341326,Heart failure (HF) 30-Day Mortality Rate,MORT_30_HF,No Different than the National Rate,11.6,0.065908961
1757,341326,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,No Different than the National Rate,18.2,0.11288817
1758,341326,Death rate for stroke patients,MORT_30_STK,No Different than the National Rate,14.7,0.095792711
1769,341327,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,3,0.162072767
1772,341327,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,No Different than the National Rate,8.6,0.058710298
1773,341327,Heart failure (HF) 30-Day Mortality Rate,MORT_30_HF,No Different than the National Rate,15.1,0.085898681
1774,341327,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,No Different than the National Rate,16.6,0.10293111
1786,341328,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,2.5,0.134509372
1787,341328,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT_30_AMI,No Different than the National Rate,13.8,0.103996367
1789,341328,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,No Different than the National Rate,6.7,0.045648288
1790,341328,Heart failure (HF) 30-Day Mortality Rate,MORT_30_HF,No Different than the National Rate,13.3,0.075618253
1791,341328,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,No Different than the National Rate,17.9,0.111021221
1792,341328,Death rate for stroke patients,MORT_30_STK,No Different than the National Rate,15.1,0.098409998
1806,341329,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,No Different than the National Rate,8.1,0.055272927
1807,341329,Heart failure (HF) 30-Day Mortality Rate,MORT_30_HF,No Different than the National Rate,10.9,0.061911017
1808,341329,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,No Different than the National Rate,15.6,0.096707947
