Name,EduScore,Hospital
"Leslie G Dodd, MD",0,Duke University Hospital
"Carrie L Brown, MD",3,Duke University Hospital
"Annick Desjardins, MD",0,Duke University Hospital
"Kelly W Westbrook, MD",1,Duke University Hospital
"Diane Beasley (Beasley) Whitaker, MD",0,Duke University Hospital
"Fraser J Leversedge, MD",1,Duke University Hospital
"Kush Singh, MD",0,Duke University Hospital
"Jennifer Brigitte Green, MD",1,Durham Veterans Affairs Medical Center
"Samuel Cemaj, MD",0,Duke University Hospital
"Lejla (Mutapcic) Vajzovic, MD",0,Duke University Hospital
"Eric J. Benner, MD",0,Duke University Hospital
"William Broyles, MD",0,Duke University Hospital
"Paul S. Jowell, MD",0,Alamance Regional Medical Center
"Joseph Kisslo, MD",0,Duke University Hospital
"Victor F Tapson, MD",0,Duke Raleigh Hospital
"Alison P Toth, MD",3,Duke University Hospital
"Cynthia K Shortell, MD",2,Duke University Hospital
"James Rene Herlong, MD",3,Carolinas Medical Center
"Annick Desjardins, MD",0,Duke University Hospital
"Kathleen Anne McGann, MD",3,Duke University Hospital
"Edward Alex Johnson, MD",0,Duke University Hospital
"Ellen L Jones, MD",1,Harnett Health System
"Carol J Ziel, MD",0,Duke University Hospital
"Nancie J MacIver, MD",0,Duke University Hospital
"Tracy Wogan Kendrick, MD",0,Duke University Hospital
"Mary C. Edmondson, MD",1,Duke University Hospital
"George Edward Adcock III, MD",0,Caromont Regional Medical Center
"Michael Camitta, MD",0,Duke University Hospital
"Julian Mcclees Aldridge III, MD",0,Duke Regional Hospital
"Michael David Spiritos, MD",2,Duke University Hospital
"Neil Freedman, MD",0,Duke University Hospital
"Donald Serafin, MD",3,Maria Parham Medical Center
"Timothy Ryan Heacock, MD",2,Duke University Hospital
"Jane Vy Trinh, MD",3,Duke University Hospital
"Douglas B Macha, MD",0,Texas Spine & Joint Hospital
"Cory Joseph Vatsaas, MD",2,Duke University Hospital
"Kathleen Waite, MD",3,Duke University Hospital
"David M. Steinberg, MD",0,Duke University Hospital
"Linda M Sutton, MD",0,Duke Raleigh Hospital
"Michael Fierro, MD",0,Durham Veterans Affairs Medical Center
"Cynthia Susan Payne, MD",0,UNC REX Healthcare
"Linda Gray Leithe, MD",1,Duke University Hospital
"Jeffrey R Petrella, MD",0,Duke University Hospital
"Joanne A.P. Wilson, MD",3,Duke University Hospital
"Francis Roosevelt Gilliam III, MD",3,St. Bernards Medical Center
"James Aaron Tulsky, MD",0,Duke Regional Hospital
"Marie Loretta (Malcolm) Witte, MD",0,Duke University Hospital
"Amber R (Reck) Atwater, MD",0,Duke University Hospital
"Alicia Lopez Warlick, MD",0,Duke University Hospital
"Waleska Michelle Pabon-Ramos, MD",0,Duke University Hospital
"Edward Buckley, MD",3,Duke Raleigh Hospital
"Shahid Mehdi Nimjee, MD",3,Duke University Hospital
"Jane Gagliardi, MD",3,Duke University Hospital
"David Simel, MD",3,Duke University Hospital
"Lisa Ferrari, MD",3,Duke Regional Hospital
"David Joseph Berkoff, MD",1,University of North Carolina Hospitals
"Aaron C Lentz, MD",1,Duke Raleigh Hospital
"Calhoun D Cunningham III, MD",0,St. Vincent Medical Center
"L Fernando Gonzalez, MD",0,Duke University Hospital
"Joseph Earl Roberts Jr., MD",1,Southeastern Health
"Georgiy Vladimirovich Brusovanik, MD",0,Duke University Hospital
"Richard Moon, MD",0,Duke University Hospital
"Terri Gay Monk, MD",2,Duke University Hospital
"Ashraf Habib, MD",0,Duke University Hospital
"Richard Kennedy, MD",0,Duke University Hospital
"John H Stewart IV, MD",0,Wake Forest Baptist Medical Center
"Elizabeth B Malinzak, MD",3,Duke University Hospital
"Tammy Lamonica Boyd, MD",0,Duke University Hospital
"Adeyemi John Olufolabi, MD",0,Duke University Hospital
"Damien Eugene Earl, MD",0,Duke University Hospital
"Eric Thompson, MD",0,Duke University Hospital
"Jullia Rosdahl, MD",2,Durham Veterans Affairs Medical Center
"Carmelo Graffagnino, MD",0,Duke University Hospital
"John Foreman, MD",0,Duke University Hospital
"Andrew Muir, MD",3,Duke University Hospital
"Cheryl J. Monical, MD",0,Duke University Hospital
"Timothy Jude Scialla, MD",3,Miami Veterans Affairs Healthcare System
"Molly M Walsh, MD",0,Duke Raleigh Hospital
"Rebecca A Burbridge, MD",0,Durham Veterans Affairs Medical Center
"Samuel Bruce Adams Jr., MD",0,Duke University Hospital
"Teresa L Tullo, MD",1,Duke University Hospital
"Mary C. Edmondson, MD",1,Duke University Hospital
"Julian Mcclees Aldridge III, MD",0,Duke Regional Hospital
"Eric Velazquez, MD",1,Duke University Hospital
"Rasheed Gbadegesin, MD",0,Duke University Hospital
"Kathleen Anne McGann, MD",3,Duke University Hospital
"Cynthia K Shortell, MD",2,Duke University Hospital
"Amy Nicole Broach, MD",0,Duke Raleigh Hospital
"David Andrew Tendler, MD",3,Duke Regional Hospital
"William Ward Hurd, MD",0,Duke University Hospital
"Jason Aaron Liss, MD",3,Duke Raleigh Hospital
"Thomas Kirby Barefoot, MD",0,Carolinas Medical Center
"Tracy A Christ-Clement, PA",0,Duke University Hospital
"Scott Daniel Walter, MD",3,Duke Raleigh Hospital
"Bridget Fey Koontz, MD",0,Duke Raleigh Hospital
"John E Berry-Candelario, MD",0,Duke University Hospital
"Ira Cheifetz, MD",3,Duke University Hospital
"Amy P Stallings, MD",0,Duke University Hospital
"Jesse Layden Tucker, MD",0,Duke University Hospital
"Lisa (Ruszczyk) Vann, MD",0,Duke Regional Hospital
"Brant A Inman, MD",2,Durham Veterans Affairs Medical Center
"Scott Leonard Sanoff, MD",2,Duke University Hospital
"Scott Streater Kelley, MD",2,Duke University Hospital
"Sudarshan Rajagopal, MD",3,Duke University Hospital
"Brenda E Armstrong, MD",0,Duke University Hospital
"Scott Mitchell Sheflin, MD",0,Duke University Hospital
"Joseph Patrick Shinnick, PA",0,Duke University Hospital
"Lacey Washington, MD",3,Duke University Hospital
"David Judson Browning, MD",3,Carolinas Medical Center
"Donald T Ellis II, MD",0,Duke University Hospital
"Rupa Redding-Lallinger, MD",2,University of North Carolina Hospitals
"Dean L Maynard, MD",0,Duke University Hospital
"K. Michael Duerr, MD",0,Duke University Hospital
"David N. Thies, MD",2,Alamance Regional Medical Center
"Bert J. Klein III, MD",0,Alamance Regional Medical Center
"Jennifer L. Turi, MD",0,Duke University Hospital
"Rex Bentley, MD",0,Duke University Hospital
"David M Brizel, MD",2,Duke University Hospital
"Joshua Broder, MD",3,Duke University Hospital
"Philip F Sparling, MD",0,University of North Carolina Hospitals
"Kimberley J. J. Evans, MD",0,Duke University Hospital
"Bryant W Stolp, MD",1,Duke University Hospital
"Margaret Williford, MD",3,Duke University Hospital
"Peter Dwane, MD",0,Duke University Hospital
"Elizabeth Landolfo, MD",0,Duke University Hospital
"Kerri Margret Wahl, MD",0,Duke University Hospital
"Mitchell Heflin, MD",1,Duke University Hospital
"Craig Hoffmeier, MD",0,Duke University Hospital
"Debra Best, MD",2,Duke University Hospital
"Susan Owens, MD",0,Duke University Hospital
"Peter George Kranz, MD",1,Duke University Hospital
"Jeffrey S Loeb, MD",0,Duke University Hospital
"Michael Sean Mulvihill, MD",3,Duke University Hospital
"William Samuel Yancy Jr., MD",3,Duke University Hospital
"Henry Feng, MD",0,Duke University Hospital
"Joseph J Fantony, MD",0,Duke University Hospital
"Jillian Crouchley, MD",0,Duke University Hospital
"Charles J Viviano, MD",0,Duke Raleigh Hospital
"Anand Lagoo, MD",0,Duke University Hospital
"Leonor Corsino, MD",3,Duke University Hospital
"Tracy Lynn Setji, MD",0,Duke University Hospital
"Lisa G Criscione-Schreiber, MD",3,Durham Veterans Affairs Medical Center
"Karen R. Jooste, MD",0,Duke Regional Hospital
"Saumil Mahendra Chudgar, MD",3,Duke University Hospital
"Mustafa Shadi Rifaat Bashir, MD",0,Duke University Hospital
"Brian Christopher Allen, MD",0,Wake Forest Baptist Medical Center
"Mohammad Shahsahebi, MD",0,Duke University Hospital
"Monica Elizabeth Lemmon, MD",0,Duke University Hospital
"Maria De Los Angeles Fritock, MD",2,Duke University Hospital
"Rami Abdo, MD",0,Duke University Hospital
"Gerard Patrick Shepherd, PA",0,Duke University Hospital
"Cynthia Guy, MD",0,Duke University Hospital
"Anne Ruth Nedrow, MD",0,Duke University Hospital
"Warren Anderson Kinghorn, MD",0,Durham Veterans Affairs Medical Center
"Carol A Hahn, MD",0,Duke University Hospital
"Susan Gail Kreissman, MD",2,Duke University Hospital
"William Samuel Yancy Jr., MD",3,Duke University Hospital
"Jeffrey S Loeb, MD",0,Duke University Hospital
"Nicole P Kerner, MD",0,Duke University Hospital
"Joseph J Fantony, MD",0,Duke University Hospital
"Henry Feng, MD",0,Duke University Hospital
"Amy Kumar, MD",1,Duke University Hospital
"Virginia A. Lightner, MD",3,Duke University Hospital
"Michael Carboni, MD",0,Duke University Hospital
"Murat Osman Arcasoy, MD",0,Duke University Hospital
"Timothy Ellis Miller, MD",0,Duke University Hospital
"Michael Zenn, MD",0,Duke Raleigh Hospital
"Albert S. Chang, MD",3,Duke Raleigh Hospital
"Alvin Roy Cabrera, MD",3,Duke University Hospital
"Matilda W Nicholas, MD",1,Duke University Hospital
"Richard Bernard Reiling, MD",0,Novant Health Presbyterian Medical Center
"David B Auyong, MD",0,Virginia Mason Medical Center
"Mark Anders Crissman, MD",0,Alamance Regional Medical Center
"Tristram D Bahnson, MD",3,Duke University Hospital
"Dawn Sowards Brezina, MD",0,Duke University Hospital
"Don C Rockey, MD",0,Duke University Hospital
"Gabriela Muriel Maradiaga Panayotti, MD",0,Duke University Hospital
"Lawrence Liao, MD",3,Duke Raleigh Hospital
"Christopher Kontos, MD",0,Duke University Hospital
"J. Matthew Brennan, MD",0,Duke Regional Hospital
"Luke Alexander Gatta, MD",0,Duke University Hospital
"David Ranney, MD",2,Duke University Hospital
"Ankoor Shah, MD",0,Duke Regional Hospital
"Kristin M Page-Chartrand, MD",0,Duke University Hospital
"Sharon K. Hull, MD",0,Duke University Hospital
"Edward W Cooner, MD",0,Duke Regional Hospital
"Joseph Stavas, MD",0,University of North Carolina Hospitals
"Ali Saadi, MD",3,Duke University Hospital
"Daniel Ostrovsky, MD",0,Duke University Hospital
"Kamran Mahmood, MD",0,Duke University Hospital
"Mark Andrew Messick, MD",0,Duke University Hospital
"Anna Bjornsdottir, MD",0,Duke University Hospital
"Christopher Mark Nieman, MD",1,Cleveland Clinic
"Thomas Myron Coffman, MD",1,Duke University Hospital
"Susanna Naggie, MD",3,Duke University Hospital
"Robert E Lins, MD",2,Palms West Hospital
"Michelle Collins Ogle, MD",0,Maria Parham Medical Center
"David Marc Virshup, MD",3,Duke University Hospital
"Grant Edward Garrigues, MD",0,Duke University Hospital
"Alan Carlson, MD",3,Duke Raleigh Hospital
"Erik Magnus Ohman, MD",0,Durham Veterans Affairs Medical Center
"Edward Nandlal Rampersaud Jr., MD",3,Duke University Hospital
"Rodger A Liddle, MD",2,Durham Veterans Affairs Medical Center
"Brian E Brigman, MD",1,Duke University Hospital
"Patrick H. Pun, MD",2,Duke University Hospital
"Brian D Lewis, MD",0,Duke Regional Hospital
"David S Enterline, MD",1,Durham Veterans Affairs Medical Center
"Savita Srivastava, MD",1,Duke Raleigh Hospital
"David Kong, MD",3,Duke University Hospital
"Michael W. Klinkner, MD",2,Duke University Hospital
"Leslie Beth Hocking, MD",0,Duke University Hospital
"Dean Curtis Taylor, MD",3,Duke University Hospital
"Murat Osman Arcasoy, MD",0,Duke University Hospital
"Michael Zenn, MD",0,Duke Raleigh Hospital
"Conrad Flick, MD",3,Duke Raleigh Hospital
"Laura Lazarus, MD",0,Duke University Hospital
"Michael Justin Feiler, MD",0,Duke University Hospital
"Parag Dinesh Gandhi, MD",2,Novant Health Forsyth Medical Center
"Kamlesh V Athavale, MD",0,Duke University Hospital
"Sreekanth Vemulapalli, MD",3,Duke University Hospital
"Carol Filomena, MD",0,Duke Regional Hospital
"Jaspal Singh, MD",0,Carolinas Medical Center
"Joseph Michael Falsone, MD",0,Harnett Health System
"Marvin L Hage, MD",2,New Hanover Regional Medical Center
"Nathan M Thielman, MD",3,Duke University Hospital
"Kush Singh, MD",0,Duke University Hospital
"Grace J. Kim, MD",0,Duke Raleigh Hospital
"Ali Reza Zomorodi, MD",3,Duke University Hospital
"William Broyles, MD",0,Duke University Hospital
"Jennifer Brigitte Green, MD",1,Durham Veterans Affairs Medical Center
"Kunoor Jain-Spangler, MD",0,Duke University Hospital
"Jeffrey Baker, MD",3,Duke University Hospital
"Thomas Koinis, MD",2,Duke University Hospital
"James L Kesler, MD",3,New Hanover Regional Medical Center
"Howard Levinson, MD",0,Duke Raleigh Hospital
"Richard J Noel, MD",1,Duke University Hospital
"Brian Stuart Coan, MD",3,Duke University Hospital
"Michael H Richards, MD",0,Duke University Hospital
"Denise Marie Olson, MD",0,Duke Regional Hospital
"Paul Marcom, MD",2,Duke University Hospital
"Kathleen E Lambert, MD",0,Duke Raleigh Hospital
"Eric Velazquez, MD",1,Duke University Hospital
"Justin Richard Scruggs, MD",0,Duke University Hospital
"Ernesto J F Graham, MD",2,Cape Fear Valley Medical Center
"Zainab Samad, MD",0,Duke University Hospital
"Manal F Abdelmalek, MD",2,Duke University Hospital
"Diane Beasley (Beasley) Whitaker, MD",0,Duke University Hospital
"Leon Herndon, MD",1,Duke Raleigh Hospital
"Victor F Tapson, MD",0,Duke Raleigh Hospital
"Anthony G Visco, MD",0,Duke Raleigh Hospital
"Debra L Sudan, MD",0,Duke University Hospital
"Julie Ann Sosa, MD",3,Duke University Hospital
"Mohan M Chilukuri, MD",0,Duke University Hospital
"Michael A. Riel, DO",0,Carilion New River Valley Medical Center
"Sanjay D Patel, MD",0,Duke University Hospital
"Francis Roosevelt Gilliam III, MD",3,St. Bernards Medical Center
"Theodore Nick Pappas, MD",1,Duke University Hospital
"Stephen Stanley Nagy, MD",0,Novant Health Forsyth Medical Center
"Alicia Lopez Warlick, MD",0,Duke University Hospital
"Joanne A.P. Wilson, MD",3,Duke University Hospital
"Shahid Ali, MD",1,Duke University Hospital
"Clarissa Jonas (Jonas) Diamantidis, MD",0,Durham Veterans Affairs Medical Center
"Waleska Michelle Pabon-Ramos, MD",0,Duke University Hospital
"Marie Loretta (Malcolm) Witte, MD",0,Duke University Hospital
"James George Benonis, MD",0,Novant Health Presbyterian Medical Center
"Rebecca H. Buckley, MD",1,Duke University Hospital
"Hillary E Lockemer, MD",1,WakeMed Raleigh Campus
"Donald D. Hegland, MD",0,Duke University Hospital
"Matthew Roe, MD",3,Duke University Hospital
"Seth Morris Cohen, MD",1,Duke Raleigh Hospital
"Rebecca A Burbridge, MD",0,Durham Veterans Affairs Medical Center
"Eugene M Bozymski, MD",0,Duke University Hospital
"Sarah Phyllis Pradka, MD",3,Duke University Hospital
"Ellen D Dillavou, MD",0,Duke Regional Hospital
"Alison P Toth, MD",3,Duke University Hospital
"Cynthia K Shortell, MD",2,Duke University Hospital
"James Rene Herlong, MD",3,Carolinas Medical Center
"Annick Desjardins, MD",0,Duke University Hospital
"Kathleen Anne McGann, MD",3,Duke University Hospital
"Edward Alex Johnson, MD",0,Duke University Hospital
"Ellen L Jones, MD",1,Harnett Health System
"Carol J Ziel, MD",0,Duke University Hospital
"Tara Chandrasekhar, MD",0,Duke University Hospital
"Greg L. Clary, MD",0,Duke University Hospital
"John R Feussner, MD",0,Duke University Hospital
"Charles Bennett Cairns, MD",1,University of North Carolina Hospitals
"Christopher Roy Watters, MD",2,Duke Raleigh Hospital
"Paul M Kuperman, MD",0,Conway Medical Center
"Daniel Sexton, MD",2,Duke Regional Hospital
"Sanjay Batish, MD",0,Duke University Hospital
"Rebekah Ruth White, MD",3,Duke University Hospital
"Brian P. Quaranta, MD",0,Duke University Hospital
"Shahid Ali, MD",1,Duke University Hospital
"Clarissa Jonas (Jonas) Diamantidis, MD",0,Durham Veterans Affairs Medical Center
"Joanne A.P. Wilson, MD",3,Duke University Hospital
"Francis Roosevelt Gilliam III, MD",3,St. Bernards Medical Center
"James Aaron Tulsky, MD",0,Duke Regional Hospital
"Marie Loretta (Malcolm) Witte, MD",0,Duke University Hospital
"Amber R (Reck) Atwater, MD",0,Duke University Hospital
"Alicia Lopez Warlick, MD",0,Duke University Hospital
"Shivanand P Lad, MD",0,Duke University Hospital
"Nicole Guinn, MD",2,Duke University Hospital
"Stephen C Lies, MD",3,Wayne Memorial Hospital
"Anne Micheaux Akwari, MD",2,Duke University Hospital
"Linton Lopaka Yee, MD",2,Duke University Hospital
"Nazema Y Siddiqui, MD",2,Duke Raleigh Hospital
"Damien Eugene Earl, MD",0,Duke University Hospital
"Saurabh Ranjan Sinha, MD",2,Duke University Hospital
"Robert M Tighe, MD",0,Duke Regional Hospital
"Edward Buckley, MD",3,Duke Raleigh Hospital
"Michael Harris, MD",0,Duke University Hospital
"Michael A Evans, MD",0,Duke University Hospital
"Robert Drucker, MD",3,Duke University Hospital
"Kenneth W Lyles, MD",0,Duke University Hospital
"Sarah Kerry Rivelli, MD",0,Duke University Hospital
"Chester Yarbrough, MD",2,Duke Regional Hospital
"Nicole Calakos, MD",3,Duke Raleigh Hospital
"Warren Taylor, MD",0,Duke University Hospital
"Haresh Tharwani, MD",3,Duke Regional Hospital
"Peter Michael Grossi, MD",3,Duke University Hospital
"Andrew Muir, MD",3,Duke University Hospital
"Timothy Collins, MD",0,Duke University Hospital
"Christa Brittany Swisher, MD",2,Duke Regional Hospital
"Carmelo Graffagnino, MD",0,Duke University Hospital
"Carmelo A Milano, MD",3,Duke University Hospital
"John Foreman, MD",0,Duke University Hospital
"Jin Soo Yoo, MD",1,Duke Raleigh Hospital
"Eric Thompson, MD",0,Duke University Hospital
"Cheryl J. Monical, MD",0,Duke University Hospital
"Timothy Jude Scialla, MD",3,Miami Veterans Affairs Healthcare System
